Dataset,TimeNone,TimePara
Dataset A,3.140083074569702,5.425451755523682
Dataset B,3.1213839054107666,3.984447479248047
Dataset C,15.126304864883423,1.967390537261963
Dataset D,17.836885452270508,1.945570468902588
Dataset E,2.6023294925689697,0.6759114265441895
Dataset F,28.74106454849243,2.533801794052124
