Dataset,SF,ARI,K
Dataset A,0.1449999999999999,0.0,23
Dataset A,0.1449999999999999,0.0,24
Dataset A,0.1449999999999999,0.0,25
Dataset A,0.1449999999999999,0.0,26
Dataset A,0.1449999999999999,0.0,27
Dataset A,0.1449999999999999,0.0,28
Dataset A,0.1449999999999999,0.0,29
Dataset A,0.1449999999999999,0.0,30
Dataset A,0.1449999999999999,0.0,31
Dataset A,0.1449999999999999,0.0,32
Dataset A,0.1449999999999999,0.0,33
Dataset A,0.1449999999999999,0.0,34
Dataset A,0.1449999999999999,0.0,35
Dataset A,0.1499999999999999,0.9600801174899553,2
Dataset A,0.1499999999999999,0.8724480093419228,3
Dataset A,0.1499999999999999,0.7884328612589651,4
Dataset A,0.1499999999999999,0.6685877141777976,5
Dataset A,0.1499999999999999,0.5534587695548865,6
Dataset A,0.1499999999999999,0.4273997733976041,7
Dataset A,0.1499999999999999,0.3383990626137467,8
Dataset A,0.1499999999999999,0.2661326788656359,9
Dataset A,0.1499999999999999,0.2473140537256028,10
Dataset A,0.1499999999999999,0.1555649808572123,11
Dataset A,0.1499999999999999,0.0982965966326617,12
Dataset A,0.1499999999999999,0.0318016849822156,13
Dataset A,0.1499999999999999,0.0,14
Dataset A,0.1499999999999999,0.0,15
Dataset A,0.1499999999999999,0.0,16
Dataset A,0.1499999999999999,0.0,17
Dataset A,0.1499999999999999,0.0,18
Dataset A,0.1499999999999999,0.0,19
Dataset A,0.1499999999999999,0.0,20
Dataset A,0.1499999999999999,0.0,21
Dataset A,0.1499999999999999,0.0,22
Dataset A,0.1499999999999999,0.0,23
Dataset A,0.1499999999999999,0.0,24
Dataset A,0.1499999999999999,0.0,25
Dataset A,0.1499999999999999,0.0,26
Dataset A,0.1499999999999999,0.0,27
Dataset A,0.1499999999999999,0.0,28
Dataset A,0.1499999999999999,0.0,29
Dataset A,0.1499999999999999,0.0,30
Dataset A,0.1499999999999999,0.0,31
Dataset A,0.1499999999999999,0.0,32
Dataset A,0.1499999999999999,0.0,33
Dataset A,0.1499999999999999,0.0,34
Dataset A,0.1499999999999999,0.0,35
Dataset A,0.1549999999999999,0.989953055001848,2
Dataset A,0.1549999999999999,0.9110213375733665,3
Dataset A,0.1549999999999999,0.8531513826181869,4
Dataset A,0.1549999999999999,0.7268558040237887,5
Dataset A,0.1549999999999999,0.6275860824056475,6
Dataset A,0.1549999999999999,0.501891657632905,7
Dataset A,0.1549999999999999,0.4279732558031919,8
Dataset A,0.1549999999999999,0.3423001307675596,9
Dataset A,0.1549999999999999,0.2713971514614606,10
Dataset A,0.1549999999999999,0.2133172430746441,11
Dataset A,0.1549999999999999,0.1478909335584892,12
Dataset A,0.1549999999999999,0.0634963434626981,13
Dataset A,0.1549999999999999,0.0,14
Dataset A,0.1549999999999999,0.0,15
Dataset A,0.1549999999999999,0.0,16
Dataset A,0.1549999999999999,0.0,17
Dataset A,0.1549999999999999,0.0,18
Dataset A,0.1549999999999999,0.0,19
Dataset A,0.1549999999999999,0.0,20
Dataset A,0.1549999999999999,0.0,21
Dataset A,0.1549999999999999,0.0,22
Dataset A,0.1549999999999999,0.0,23
Dataset A,0.1549999999999999,0.0,24
Dataset A,0.1549999999999999,0.0,25
Dataset A,0.1549999999999999,0.0,26
Dataset A,0.1549999999999999,0.0,27
Dataset A,0.1549999999999999,0.0,28
Dataset A,0.1549999999999999,0.0,29
Dataset A,0.1549999999999999,0.0,30
Dataset A,0.1549999999999999,0.0,31
Dataset A,0.1549999999999999,0.0,32
Dataset A,0.1549999999999999,0.0,33
Dataset A,0.1549999999999999,0.0,34
Dataset A,0.1549999999999999,0.0,35
Dataset A,0.1599999999999999,1.0,2
Dataset A,0.1599999999999999,0.9502966600173904,3
Dataset A,0.1599999999999999,0.8821256435259374,4
Dataset A,0.1599999999999999,0.7888952790588879,5
Dataset A,0.1599999999999999,0.6928556673980159,6
Dataset A,0.1599999999999999,0.5682468292418847,7
Dataset A,0.1599999999999999,0.52042330135496,8
Dataset A,0.1599999999999999,0.4140559085617478,9
Dataset A,0.1599999999999999,0.2864461029963533,10
Dataset A,0.1599999999999999,0.2670844117513508,11
Dataset A,0.1599999999999999,0.164702479862876,12
Dataset A,0.1599999999999999,0.1087567274315258,13
Dataset A,0.1599999999999999,0.0,14
Dataset A,0.1599999999999999,0.0,15
Dataset A,0.1599999999999999,0.0,16
Dataset A,0.1599999999999999,0.0,17
Dataset A,0.1599999999999999,0.0,18
Dataset A,0.1599999999999999,0.0,19
Dataset A,0.1599999999999999,0.0,20
Dataset A,0.1599999999999999,0.0,21
Dataset A,0.1599999999999999,0.0,22
Dataset A,0.1599999999999999,0.0,23
Dataset A,0.1599999999999999,0.0,24
Dataset A,0.1599999999999999,0.0,25
Dataset A,0.1599999999999999,0.0,26
Dataset A,0.1599999999999999,0.0,27
Dataset A,0.1599999999999999,0.0,28
Dataset A,0.1599999999999999,0.0,29
Dataset A,0.1599999999999999,0.0,30
Dataset A,0.1599999999999999,0.0,31
Dataset A,0.1599999999999999,0.0,32
Dataset A,0.1599999999999999,0.0,33
Dataset A,0.1599999999999999,0.0,34
Dataset A,0.1599999999999999,0.0,35
Dataset A,0.1649999999999999,1.0,2
Dataset A,0.1649999999999999,0.9698704611210044,3
Dataset A,0.1649999999999999,0.9309968055201288,4
Dataset A,0.1649999999999999,0.8632624749089972,5
Dataset A,0.1649999999999999,0.7352076201609635,6
Dataset A,0.1649999999999999,0.6122196536480513,7
Dataset A,0.1649999999999999,0.5602071567519582,8
Dataset A,0.1649999999999999,0.4932474173885531,9
Dataset A,0.1649999999999999,0.3713993448219597,10
Dataset A,0.1649999999999999,0.2921820524498599,11
Dataset A,0.1649999999999999,0.2271610670435334,12
Dataset A,0.1649999999999999,0.1687108191331444,13
Dataset A,0.1649999999999999,0.0769903152474369,14
Dataset A,0.1649999999999999,0.0,15
Dataset A,0.1649999999999999,0.0,16
Dataset A,0.1649999999999999,0.0,17
Dataset A,0.1649999999999999,0.0,18
Dataset A,0.1649999999999999,0.0,19
Dataset A,0.1649999999999999,0.0,20
Dataset A,0.1649999999999999,0.0,21
Dataset A,0.1649999999999999,0.0,22
Dataset A,0.1649999999999999,0.0,23
Dataset A,0.1649999999999999,0.0,24
Dataset A,0.1649999999999999,0.0,25
Dataset A,0.1649999999999999,0.0,26
Dataset A,0.1649999999999999,0.0,27
Dataset A,0.1649999999999999,0.0,28
Dataset A,0.1649999999999999,0.0,29
Dataset A,0.1649999999999999,0.0,30
Dataset A,0.1649999999999999,0.0,31
Dataset A,0.1649999999999999,0.0,32
Dataset A,0.1649999999999999,0.0,33
Dataset A,0.1649999999999999,0.0,34
Dataset A,0.1649999999999999,0.0,35
Dataset A,0.1699999999999999,1.0,2
Dataset A,0.1699999999999999,0.9799093463595658,3
Dataset A,0.1699999999999999,0.9502966600173904,4
Dataset A,0.1699999999999999,0.8913445578900925,5
Dataset A,0.1699999999999999,0.8250728665407235,6
Dataset A,0.1699999999999999,0.6677052123729807,7
Dataset A,0.1699999999999999,0.6282357408145203,8
Dataset A,0.1699999999999999,0.5604160254763462,9
Dataset A,0.1699999999999999,0.4596408658327859,10
Dataset A,0.1699999999999999,0.3237909642170872,11
Dataset A,0.1699999999999999,0.2813950806988324,12
Dataset A,0.1699999999999999,0.1821504873294347,13
Dataset A,0.1699999999999999,0.1244828099000969,14
Dataset A,0.1699999999999999,0.0769903152474369,15
Dataset A,0.1699999999999999,0.0,16
Dataset A,0.1699999999999999,0.0,17
Dataset A,0.1699999999999999,0.0,18
Dataset A,0.1699999999999999,0.0,19
Dataset A,0.1699999999999999,0.0,20
Dataset A,0.1699999999999999,0.0,21
Dataset A,0.1699999999999999,0.0,22
Dataset A,0.1699999999999999,0.0,23
Dataset A,0.1699999999999999,0.0,24
Dataset A,0.1699999999999999,0.0,25
Dataset A,0.1699999999999999,0.0,26
Dataset A,0.1699999999999999,0.0,27
Dataset A,0.1699999999999999,0.0,28
Dataset A,0.1699999999999999,0.0,29
Dataset A,0.1699999999999999,0.0,30
Dataset A,0.1699999999999999,0.0,31
Dataset A,0.1699999999999999,0.0,32
Dataset A,0.1699999999999999,0.0,33
Dataset A,0.1699999999999999,0.0,34
Dataset A,0.1699999999999999,0.0,35
Dataset A,0.1749999999999999,1.0,2
Dataset A,0.1749999999999999,0.9799093463595658,3
Dataset A,0.1749999999999999,0.9600801174899553,4
Dataset A,0.1749999999999999,0.920522190575424,5
Dataset A,0.1749999999999999,0.8524435874831362,6
Dataset A,0.1749999999999999,0.7442707643396477,7
Dataset A,0.1749999999999999,0.684882227495992,8
Dataset A,0.1749999999999999,0.6295345340328132,9
Dataset A,0.1749999999999999,0.532387355355873,10
Dataset A,0.1749999999999999,0.3525553178479523,11
Dataset A,0.1749999999999999,0.3231219151995647,12
Dataset A,0.1749999999999999,0.2369062902255458,13
Dataset A,0.1749999999999999,0.1327751679430707,14
Dataset A,0.1749999999999999,0.0769903152474369,15
Dataset A,0.1749999999999999,0.0,16
Dataset A,0.1749999999999999,0.0,17
Dataset A,0.1749999999999999,0.0,18
Dataset A,0.1749999999999999,0.0,19
Dataset A,0.1749999999999999,0.0,20
Dataset A,0.1749999999999999,0.0,21
Dataset A,0.1749999999999999,0.0,22
Dataset A,0.1749999999999999,0.0,23
Dataset A,0.1749999999999999,0.0,24
Dataset A,0.1749999999999999,0.0,25
Dataset A,0.1749999999999999,0.0,26
Dataset A,0.1749999999999999,0.0,27
Dataset A,0.1749999999999999,0.0,28
Dataset A,0.1749999999999999,0.0,29
Dataset A,0.1749999999999999,0.0,30
Dataset A,0.1749999999999999,0.0,31
Dataset A,0.1749999999999999,0.0,32
Dataset A,0.1749999999999999,0.0,33
Dataset A,0.1749999999999999,0.0,34
Dataset A,0.1749999999999999,0.0,35
Dataset A,0.1799999999999999,1.0,2
Dataset A,0.1799999999999999,1.0,3
Dataset A,0.1799999999999999,0.9600801174899553,4
Dataset A,0.1799999999999999,0.9402804667177532,5
Dataset A,0.1799999999999999,0.8911062136974021,6
Dataset A,0.1799999999999999,0.8062375417326323,7
Dataset A,0.1799999999999999,0.7349807256625673,8
Dataset A,0.1799999999999999,0.6764969678473753,9
Dataset A,0.1799999999999999,0.5771710959354945,10
Dataset A,0.1799999999999999,0.5161035496366118,11
Dataset A,0.1799999999999999,0.3530688028539376,12
Dataset A,0.1799999999999999,0.2466411543064352,13
Dataset A,0.1799999999999999,0.1448672875185546,14
Dataset A,0.1799999999999999,0.0842344858286333,15
Dataset A,0.1799999999999999,0.0380801736256805,16
Dataset A,0.1799999999999999,0.0,17
Dataset A,0.1799999999999999,0.0,18
Dataset A,0.1799999999999999,0.0,19
Dataset A,0.1799999999999999,0.0,20
Dataset A,0.1799999999999999,0.0,21
Dataset A,0.1799999999999999,0.0,22
Dataset A,0.1799999999999999,0.0,23
Dataset A,0.1799999999999999,0.0,24
Dataset A,0.1799999999999999,0.0,25
Dataset A,0.1799999999999999,0.0,26
Dataset A,0.1799999999999999,0.0,27
Dataset A,0.1799999999999999,0.0,28
Dataset A,0.1799999999999999,0.0,29
Dataset A,0.1799999999999999,0.0,30
Dataset A,0.1799999999999999,0.0,31
Dataset A,0.1799999999999999,0.0,32
Dataset A,0.1799999999999999,0.0,33
Dataset A,0.1799999999999999,0.0,34
Dataset A,0.1799999999999999,0.0,35
Dataset A,0.1849999999999999,1.0,2
Dataset A,0.1849999999999999,1.0,3
Dataset A,0.1849999999999999,0.9799093463595658,4
Dataset A,0.1849999999999999,0.9600801174899553,5
Dataset A,0.1849999999999999,0.920522190575424,6
Dataset A,0.1849999999999999,0.8809368497219541,7
Dataset A,0.1849999999999999,0.8069353955999875,8
Dataset A,0.1849999999999999,0.7268558040237887,9
Dataset A,0.1849999999999999,0.6448369664365319,10
Dataset A,0.1849999999999999,0.5688757841832284,11
Dataset A,0.1849999999999999,0.4112804355078206,12
Dataset A,0.1849999999999999,0.3475756968808082,13
Dataset A,0.1849999999999999,0.1953298262156715,14
Dataset A,0.1849999999999999,0.1363938059027995,15
Dataset A,0.1849999999999999,0.0842344858286333,16
Dataset A,0.1849999999999999,0.0,17
Dataset A,0.1849999999999999,0.0,18
Dataset A,0.1849999999999999,0.0,19
Dataset A,0.1849999999999999,0.0,20
Dataset A,0.1849999999999999,0.0,21
Dataset A,0.1849999999999999,0.0,22
Dataset A,0.1849999999999999,0.0,23
Dataset A,0.1849999999999999,0.0,24
Dataset A,0.1849999999999999,0.0,25
Dataset A,0.1849999999999999,0.0,26
Dataset A,0.1849999999999999,0.0,27
Dataset A,0.1849999999999999,0.0,28
Dataset A,0.1849999999999999,0.0,29
Dataset A,0.1849999999999999,0.0,30
Dataset A,0.1849999999999999,0.0,31
Dataset A,0.1849999999999999,0.0,32
Dataset A,0.1849999999999999,0.0,33
Dataset A,0.1849999999999999,0.0,34
Dataset A,0.1849999999999999,0.0,35
Dataset A,0.1899999999999999,1.0,2
Dataset A,0.1899999999999999,1.0,3
Dataset A,0.1899999999999999,0.989953055001848,4
Dataset A,0.1899999999999999,0.9801524789568354,5
Dataset A,0.1899999999999999,0.9600801174899553,6
Dataset A,0.1899999999999999,0.9300345398237988,7
Dataset A,0.1899999999999999,0.8529154750556085,8
Dataset A,0.1899999999999999,0.7794531658663595,9
Dataset A,0.1899999999999999,0.7266296915741398,10
Dataset A,0.1899999999999999,0.6291016805060232,11
Dataset A,0.1899999999999999,0.5557453623213136,12
Dataset A,0.1899999999999999,0.3854574305386621,13
Dataset A,0.1899999999999999,0.2837006948782892,14
Dataset A,0.1899999999999999,0.1448672875185546,15
Dataset A,0.1899999999999999,0.0842344858286333,16
Dataset A,0.1899999999999999,0.0,17
Dataset A,0.1899999999999999,0.0,18
Dataset A,0.1899999999999999,0.0,19
Dataset A,0.1899999999999999,0.0,20
Dataset A,0.1899999999999999,0.0,21
Dataset A,0.1899999999999999,0.0,22
Dataset A,0.1899999999999999,0.0,23
Dataset A,0.1899999999999999,0.0,24
Dataset A,0.1899999999999999,0.0,25
Dataset A,0.1899999999999999,0.0,26
Dataset A,0.1899999999999999,0.0,27
Dataset A,0.1899999999999999,0.0,28
Dataset A,0.1899999999999999,0.0,29
Dataset A,0.1899999999999999,0.0,30
Dataset A,0.1899999999999999,0.0,31
Dataset A,0.1899999999999999,0.0,32
Dataset A,0.1899999999999999,0.0,33
Dataset A,0.1899999999999999,0.0,34
Dataset A,0.1899999999999999,0.0,35
Dataset A,0.1949999999999999,1.0,2
Dataset A,0.1949999999999999,1.0,3
Dataset A,0.1949999999999999,0.989953055001848,4
Dataset A,0.1949999999999999,0.9801524789568354,5
Dataset A,0.1949999999999999,0.9801524789568354,6
Dataset A,0.1949999999999999,0.9801524789568354,7
Dataset A,0.1949999999999999,0.9107818718060664,8
Dataset A,0.1949999999999999,0.8447108980293143,9
Dataset A,0.1949999999999999,0.7983664021900003,10
Dataset A,0.1949999999999999,0.702425797745685,11
Dataset A,0.1949999999999999,0.5982746164633888,12
Dataset A,0.1949999999999999,0.4664334854733211,13
Dataset A,0.1949999999999999,0.3718484200462276,14
Dataset A,0.1949999999999999,0.1629822244794311,15
Dataset A,0.1949999999999999,0.1320135086985264,16
Dataset A,0.1949999999999999,0.041413924968682,17
Dataset A,0.1949999999999999,0.0,18
Dataset A,0.1949999999999999,0.0,19
Dataset A,0.1949999999999999,0.0,20
Dataset A,0.1949999999999999,0.0,21
Dataset A,0.1949999999999999,0.0,22
Dataset A,0.1949999999999999,0.0,23
Dataset A,0.1949999999999999,0.0,24
Dataset A,0.1949999999999999,0.0,25
Dataset A,0.1949999999999999,0.0,26
Dataset A,0.1949999999999999,0.0,27
Dataset A,0.1949999999999999,0.0,28
Dataset A,0.1949999999999999,0.0,29
Dataset A,0.1949999999999999,0.0,30
Dataset A,0.1949999999999999,0.0,31
Dataset A,0.1949999999999999,0.0,32
Dataset A,0.1949999999999999,0.0,33
Dataset A,0.1949999999999999,0.0,34
Dataset A,0.1949999999999999,0.0,35
Dataset A,0.1999999999999999,1.0,2
Dataset A,0.1999999999999999,1.0,3
Dataset A,0.1999999999999999,1.0,4
Dataset A,0.1999999999999999,0.989953055001848,5
Dataset A,0.1999999999999999,0.9801524789568354,6
Dataset A,0.1999999999999999,0.9801524789568354,7
Dataset A,0.1999999999999999,0.9402804667177532,8
Dataset A,0.1999999999999999,0.8913445578900925,9
Dataset A,0.1999999999999999,0.8348793613953439,10
Dataset A,0.1999999999999999,0.7808359027164709,11
Dataset A,0.1999999999999999,0.6859929530809915,12
Dataset A,0.1999999999999999,0.5234464087626347,13
Dataset A,0.1999999999999999,0.396782487473546,14
Dataset A,0.1999999999999999,0.2200409931877368,15
Dataset A,0.1999999999999999,0.1537271068928944,16
Dataset A,0.1999999999999999,0.041413924968682,17
Dataset A,0.1999999999999999,0.0,18
Dataset A,0.1999999999999999,0.0,19
Dataset A,0.1999999999999999,0.0,20
Dataset A,0.1999999999999999,0.0,21
Dataset A,0.1999999999999999,0.0,22
Dataset A,0.1999999999999999,0.0,23
Dataset A,0.1999999999999999,0.0,24
Dataset A,0.1999999999999999,0.0,25
Dataset A,0.1999999999999999,0.0,26
Dataset A,0.1999999999999999,0.0,27
Dataset A,0.1999999999999999,0.0,28
Dataset A,0.1999999999999999,0.0,29
Dataset A,0.1999999999999999,0.0,30
Dataset A,0.1999999999999999,0.0,31
Dataset A,0.1999999999999999,0.0,32
Dataset A,0.1999999999999999,0.0,33
Dataset A,0.1999999999999999,0.0,34
Dataset A,0.1999999999999999,0.0,35
Dataset A,0.2049999999999999,1.0,2
Dataset A,0.2049999999999999,1.0,3
Dataset A,0.2049999999999999,1.0,4
Dataset A,0.2049999999999999,1.0,5
Dataset A,0.2049999999999999,1.0,6
Dataset A,0.2049999999999999,0.9801524789568354,7
Dataset A,0.2049999999999999,0.9600801174899553,8
Dataset A,0.2049999999999999,0.9402804667177532,9
Dataset A,0.2049999999999999,0.8920594413755544,10
Dataset A,0.2049999999999999,0.844240529934488,11
Dataset A,0.2049999999999999,0.7622635289098332,12
Dataset A,0.2049999999999999,0.6470170301052495,13
Dataset A,0.2049999999999999,0.492465013738089,14
Dataset A,0.2049999999999999,0.3002953176821691,15
Dataset A,0.2049999999999999,0.1629822244794311,16
Dataset A,0.2049999999999999,0.0879551442275214,17
Dataset A,0.2049999999999999,0.0,18
Dataset A,0.2049999999999999,0.0,19
Dataset A,0.2049999999999999,0.0,20
Dataset A,0.2049999999999999,0.0,21
Dataset A,0.2049999999999999,0.0,22
Dataset A,0.2049999999999999,0.0,23
Dataset A,0.2049999999999999,0.0,24
Dataset A,0.2049999999999999,0.0,25
Dataset A,0.2049999999999999,0.0,26
Dataset A,0.2049999999999999,0.0,27
Dataset A,0.2049999999999999,0.0,28
Dataset A,0.2049999999999999,0.0,29
Dataset A,0.2049999999999999,0.0,30
Dataset A,0.2049999999999999,0.0,31
Dataset A,0.2049999999999999,0.0,32
Dataset A,0.2049999999999999,0.0,33
Dataset A,0.2049999999999999,0.0,34
Dataset A,0.2049999999999999,0.0,35
Dataset A,0.2099999999999999,1.0,2
Dataset A,0.2099999999999999,1.0,3
Dataset A,0.2099999999999999,1.0,4
Dataset A,0.2099999999999999,1.0,5
Dataset A,0.2099999999999999,1.0,6
Dataset A,0.2099999999999999,0.989953055001848,7
Dataset A,0.2099999999999999,0.9799093463595658,8
Dataset A,0.2099999999999999,0.9600801174899553,9
Dataset A,0.2099999999999999,0.9207622172445342,10
Dataset A,0.2099999999999999,0.8821256435259374,11
Dataset A,0.2099999999999999,0.8169253665747732,12
Dataset A,0.2099999999999999,0.7556479339966645,13
Dataset A,0.2099999999999999,0.646145241434095,14
Dataset A,0.2099999999999999,0.4047161130957488,15
Dataset A,0.2099999999999999,0.2294313396451373,16
Dataset A,0.2099999999999999,0.1581414941445653,17
Dataset A,0.2099999999999999,0.0448795540468477,18
Dataset A,0.2099999999999999,0.0,19
Dataset A,0.2099999999999999,0.0,20
Dataset A,0.2099999999999999,0.0,21
Dataset A,0.2099999999999999,0.0,22
Dataset A,0.2099999999999999,0.0,23
Dataset A,0.2099999999999999,0.0,24
Dataset A,0.2099999999999999,0.0,25
Dataset A,0.2099999999999999,0.0,26
Dataset A,0.2099999999999999,0.0,27
Dataset A,0.2099999999999999,0.0,28
Dataset A,0.2099999999999999,0.0,29
Dataset A,0.2099999999999999,0.0,30
Dataset A,0.2099999999999999,0.0,31
Dataset A,0.2099999999999999,0.0,32
Dataset A,0.2099999999999999,0.0,33
Dataset A,0.2099999999999999,0.0,34
Dataset A,0.2099999999999999,0.0,35
Dataset A,0.2149999999999999,1.0,2
Dataset A,0.2149999999999999,1.0,3
Dataset A,0.2149999999999999,1.0,4
Dataset A,0.2149999999999999,1.0,5
Dataset A,0.2149999999999999,1.0,6
Dataset A,0.2149999999999999,0.989953055001848,7
Dataset A,0.2149999999999999,0.989953055001848,8
Dataset A,0.2149999999999999,0.9801524789568354,9
Dataset A,0.2149999999999999,0.9600801174899553,10
Dataset A,0.2149999999999999,0.9110213375733665,11
Dataset A,0.2149999999999999,0.8731592117843335,12
Dataset A,0.2149999999999999,0.8169253665747732,13
Dataset A,0.2149999999999999,0.7386084260998366,14
Dataset A,0.2149999999999999,0.5602866519503064,15
Dataset A,0.2149999999999999,0.3285835155828017,16
Dataset A,0.2149999999999999,0.1675961387047606,17
Dataset A,0.2149999999999999,0.0957153704163891,18
Dataset A,0.2149999999999999,0.0,19
Dataset A,0.2149999999999999,0.0,20
Dataset A,0.2149999999999999,0.0,21
Dataset A,0.2149999999999999,0.0,22
Dataset A,0.2149999999999999,0.0,23
Dataset A,0.2149999999999999,0.0,24
Dataset A,0.2149999999999999,0.0,25
Dataset A,0.2149999999999999,0.0,26
Dataset A,0.2149999999999999,0.0,27
Dataset A,0.2149999999999999,0.0,28
Dataset A,0.2149999999999999,0.0,29
Dataset A,0.2149999999999999,0.0,30
Dataset A,0.2149999999999999,0.0,31
Dataset A,0.2149999999999999,0.0,32
Dataset A,0.2149999999999999,0.0,33
Dataset A,0.2149999999999999,0.0,34
Dataset A,0.2149999999999999,0.0,35
Dataset A,0.2199999999999999,1.0,2
Dataset A,0.2199999999999999,1.0,3
Dataset A,0.2199999999999999,1.0,4
Dataset A,0.2199999999999999,1.0,5
Dataset A,0.2199999999999999,1.0,6
Dataset A,0.2199999999999999,1.0,7
Dataset A,0.2199999999999999,0.989953055001848,8
Dataset A,0.2199999999999999,0.989953055001848,9
Dataset A,0.2199999999999999,0.9600801174899553,10
Dataset A,0.2199999999999999,0.9405215642152268,11
Dataset A,0.2199999999999999,0.9107818718060664,12
Dataset A,0.2199999999999999,0.8447108980293143,13
Dataset A,0.2199999999999999,0.7817572737539782,14
Dataset A,0.2199999999999999,0.7127089708586053,15
Dataset A,0.2199999999999999,0.4372461614660723,16
Dataset A,0.2199999999999999,0.1816458747789827,17
Dataset A,0.2199999999999999,0.1624575607835227,18
Dataset A,0.2199999999999999,0.0484787199238616,19
Dataset A,0.2199999999999999,0.0,20
Dataset A,0.2199999999999999,0.0,21
Dataset A,0.2199999999999999,0.0,22
Dataset A,0.2199999999999999,0.0,23
Dataset A,0.2199999999999999,0.0,24
Dataset A,0.2199999999999999,0.0,25
Dataset A,0.2199999999999999,0.0,26
Dataset A,0.2199999999999999,0.0,27
