DataSize,Time,Algorithm
500,0.574077844619751,AFC
500,1.0312938690185547,FlowLF
500,0.07248473167419434,FlowDBSCAN
500,0.14060378074645996,ScaleFC
600,0.7383813858032227,AFC
600,1.217104196548462,FlowLF
600,0.06038928031921387,FlowDBSCAN
600,0.14351582527160645,ScaleFC
700,0.8097705841064453,AFC
700,1.2828638553619385,FlowLF
700,0.07561540603637695,FlowDBSCAN
700,0.1577000617980957,ScaleFC
800,0.986520528793335,AFC
800,1.4545865058898926,FlowLF
800,0.08729028701782227,FlowDBSCAN
800,0.18045878410339355,ScaleFC
900,1.0702450275421143,AFC
900,1.5512077808380127,FlowLF
900,0.07676553726196289,FlowDBSCAN
900,0.19064569473266602,ScaleFC
1000,1.388432264328003,AFC
1000,1.699378490447998,FlowLF
1000,0.09534049034118652,FlowDBSCAN
1000,0.1916670799255371,ScaleFC
1100,1.3612897396087646,AFC
1100,1.8385803699493408,FlowLF
1100,0.10755538940429688,FlowDBSCAN
1100,0.23741626739501953,ScaleFC
1200,1.8824901580810547,AFC
1200,2.0488059520721436,FlowLF
1200,0.10502290725708008,FlowDBSCAN
1200,0.2560105323791504,ScaleFC
1300,1.95955491065979,AFC
1300,2.2078511714935303,FlowLF
1300,0.08539485931396484,FlowDBSCAN
1300,0.2128899097442627,ScaleFC
1400,2.3119916915893555,AFC
1400,2.3664944171905518,FlowLF
1400,0.1133732795715332,FlowDBSCAN
1400,0.3078427314758301,ScaleFC
1500,2.92132830619812,AFC
1500,4.2282068729400635,FlowLF
1500,0.19303107261657715,FlowDBSCAN
1500,0.38965582847595215,ScaleFC
1600,4.301895380020142,AFC
1600,5.415757656097412,FlowLF
1600,0.20132136344909668,FlowDBSCAN
1600,0.42898035049438477,ScaleFC
1700,4.3848419189453125,AFC
1700,3.5347931385040283,FlowLF
1700,0.11858844757080078,FlowDBSCAN
1700,0.40456676483154297,ScaleFC
1800,4.3324010372161865,AFC
1800,3.6665749549865723,FlowLF
1800,0.11285686492919922,FlowDBSCAN
1800,0.4439125061035156,ScaleFC
1900,4.563618183135986,AFC
1900,4.024976015090942,FlowLF
1900,0.15422439575195312,FlowDBSCAN
1900,0.5093913078308105,ScaleFC
2000,4.854580402374268,AFC
2000,4.409451723098755,FlowLF
2000,0.1553943157196045,FlowDBSCAN
2000,0.5597302913665771,ScaleFC
2100,5.677984952926636,AFC
2100,5.1556007862091064,FlowLF
2100,0.19344687461853027,FlowDBSCAN
2100,0.5997521877288818,ScaleFC
2200,5.349629640579224,AFC
2200,5.325554847717285,FlowLF
2200,0.17786931991577148,FlowDBSCAN
2200,0.6721525192260742,ScaleFC
2300,5.826582908630371,AFC
2300,5.7535011768341064,FlowLF
2300,0.20665574073791504,FlowDBSCAN
2300,0.532402753829956,ScaleFC
2400,6.396252393722534,AFC
2400,6.196789026260376,FlowLF
2400,0.2021327018737793,FlowDBSCAN
2400,0.5605850219726562,ScaleFC
2500,6.846383094787598,AFC
2500,6.4339611530303955,FlowLF
2500,0.21910810470581055,FlowDBSCAN
2500,0.6131641864776611,ScaleFC
2600,6.608539819717407,AFC
2600,7.013794183731079,FlowLF
2600,0.30429649353027344,FlowDBSCAN
2600,0.9255609512329102,ScaleFC
2700,9.6750168800354,AFC
2700,7.199052810668945,FlowLF
2700,0.2511260509490967,FlowDBSCAN
2700,0.7195312976837158,ScaleFC
2800,10.069776058197021,AFC
2800,7.952223777770996,FlowLF
2800,0.35356593132019043,FlowDBSCAN
2800,1.083428144454956,ScaleFC
2900,11.110440969467163,AFC
2900,8.578733682632446,FlowLF
2900,0.3105642795562744,FlowDBSCAN
2900,0.8206872940063477,ScaleFC
3000,11.325380325317383,AFC
3000,9.158864498138428,FlowLF
3000,0.3469855785369873,FlowDBSCAN
3000,0.8477990627288818,ScaleFC
3100,12.44049859046936,AFC
3100,10.19623851776123,FlowLF
3100,0.37006640434265137,FlowDBSCAN
3100,0.9155480861663818,ScaleFC
3200,13.094699144363403,AFC
3200,12.166994571685791,FlowLF
3200,0.43377137184143066,FlowDBSCAN
3200,0.9675953388214111,ScaleFC
3300,14.796736001968384,AFC
3300,12.376405954360962,FlowLF
3300,0.3580303192138672,FlowDBSCAN
3300,1.0367205142974854,ScaleFC
3400,16.133057117462158,AFC
3400,13.326281547546387,FlowLF
3400,0.41626763343811035,FlowDBSCAN
3400,1.4876389503479004,ScaleFC
3500,16.35466504096985,AFC
3500,14.302441120147705,FlowLF
3500,0.4182424545288086,FlowDBSCAN
3500,1.175971269607544,ScaleFC
3600,17.05020809173584,AFC
3600,14.57450556755066,FlowLF
3600,0.4467310905456543,FlowDBSCAN
3600,1.2793323993682861,ScaleFC
3700,17.98406410217285,AFC
3700,15.385056734085083,FlowLF
3700,0.4618980884552002,FlowDBSCAN
3700,1.2034082412719727,ScaleFC
3800,18.2205228805542,AFC
3800,16.56866765022278,FlowLF
3800,0.5427162647247314,FlowDBSCAN
3800,1.4109411239624023,ScaleFC
3900,19.426737308502197,AFC
3900,17.80914878845215,FlowLF
3900,0.5031085014343262,FlowDBSCAN
3900,1.3552558422088623,ScaleFC
4000,21.14641833305359,AFC
4000,19.930665016174316,FlowLF
4000,0.6008765697479248,FlowDBSCAN
4000,1.420548439025879,ScaleFC
4100,21.638850212097168,AFC
4100,19.500179290771484,FlowLF
4100,0.592928409576416,FlowDBSCAN
4100,1.4669957160949707,ScaleFC
4200,22.7667875289917,AFC
4200,20.473899602890015,FlowLF
4200,0.5661933422088623,FlowDBSCAN
4200,1.7388508319854736,ScaleFC
4300,24.76609706878662,AFC
4300,21.17200803756714,FlowLF
4300,0.7793674468994141,FlowDBSCAN
4300,1.72306489944458,ScaleFC
4400,27.193756580352783,AFC
4400,21.849456787109375,FlowLF
4400,0.7223169803619385,FlowDBSCAN
4400,2.3540000915527344,ScaleFC
4500,27.01325511932373,AFC
4500,23.026647329330444,FlowLF
4500,0.7156791687011719,FlowDBSCAN
4500,2.00850510597229,ScaleFC
4600,28.452218770980835,AFC
4600,24.774308681488037,FlowLF
4600,0.7759079933166504,FlowDBSCAN
4600,2.4882571697235107,ScaleFC
4700,29.497117280960083,AFC
4700,25.097619771957397,FlowLF
4700,0.776608943939209,FlowDBSCAN
4700,2.2110910415649414,ScaleFC
4800,31.80605459213257,AFC
4800,28.697925806045532,FlowLF
4800,1.1647169589996338,FlowDBSCAN
4800,2.3707118034362793,ScaleFC
4900,33.64884376525879,AFC
4900,27.935245275497437,FlowLF
4900,1.0259983539581299,FlowDBSCAN
4900,2.2975707054138184,ScaleFC
5000,33.634429693222046,AFC
5000,30.32194209098816,FlowLF
5000,0.9955775737762451,FlowDBSCAN
5000,2.295151710510254,ScaleFC
